price,speed,hd,ram,screen
2099,33,120,4,14
1944,33,107,2,14
2590,25,528,16,15
1699,33,212,4,14
2644,25,528,16,14
1995,33,214,4,14
3699,66,345,16,17
2295,33,426,8,14
1579,25,120,4,14
1795,33,214,4,14
2795,33,528,16,14
2090,33,214,4,15
1490,25,107,2,14
2499,50,340,8,15
2599,66,340,8,15
1999,66,170,4,14
1579,50,170,4,14
2594,50,426,8,14
1749,50,212,4,14
1499,33,170,4,14
1990,66,107,2,15
1894,25,120,4,14
1790,33,107,2,14
3599,66,527,4,15
2294,50,214,4,14
1899,25,120,4,14
1944,33,214,4,14
2590,66,426,8,14
1929,66,210,4,15
2995,66,540,16,14
2544,50,426,8,14
1495,33,212,4,14
1974,25,120,4,14
1809,50,210,4,15
1895,33,212,8,15
2244,33,426,8,14
2890,33,528,16,14
2690,33,528,16,14
2194,25,426,8,14
2395,33,212,8,17
1395,25,170,4,15
2199,50,230,8,15
1779,33,120,4,14
2190,33,426,8,14
2095,33,212,4,17
1490,25,107,2,15
1859,33,120,4,14
1994,50,107,2,14
1395,25,107,4,14
3094,50,528,16,14
1695,33,107,2,14
1469,33,170,4,14
2144,33,214,4,14
3789,66,527,8,15
2044,50,107,2,14
2798,66,340,8,15
2299,66,120,4,14
3094,66,245,4,14
1944,25,214,4,14
1844,25,214,4,14
1999,66,245,8,14
1379,25,212,4,14
1799,33,170,4,14
2190,33,212,8,14
1890,33,214,4,15
2495,66,426,8,14
4095,66,500,16,17
2490,50,426,8,15
1659,25,120,4,14
1899,33,120,4,14
3899,66,345,16,17
2344,33,426,8,14
2744,25,528,16,14
2190,33,426,8,15
2248,33,245,8,14
1594,25,107,2,14
2744,33,528,16,14
2784,33,245,8,14
1695,25,214,4,14
2090,25,426,8,14
2144,66,107,2,14
2844,33,528,16,14
1865,25,170,4,17
2544,33,426,8,14
1549,25,212,4,14
2590,66,426,8,15
2290,66,214,4,15
2994,33,528,16,14
1790,25,214,4,14
2444,66,214,4,14
2144,25,426,8,14
1399,33,130,4,14
2090,25,426,8,15
2099,33,120,4,14
3334,66,540,16,15
3849,66,450,16,15
1449,25,120,4,14
2469,33,245,8,14
1644,25,107,2,14
2095,33,426,8,14
2899,50,240,4,14
1499,66,130,4,14
1644,33,107,2,14
1279,33,130,4,14
2390,33,426,8,15
2044,33,214,4,14
2694,25,528,16,14
2244,50,214,4,14
1890,50,107,2,15
2044,66,107,2,14
2699,66,340,8,15
1479,50,130,4,14
2579,33,340,4,14
2344,33,120,4,14
2344,50,214,4,14
1990,66,107,2,14
2439,50,340,8,17
3194,66,424,16,15
2329,33,340,8,17
1544,25,107,2,14
1590,33,107,2,15
1894,25,214,4,14
1899,33,245,8,14
2498,50,230,4,14
2244,33,214,4,14
3515,66,424,16,17
1599,25,120,4,14
1369,33,130,4,14
2998,66,450,8,15
1879,50,170,4,14
1995,25,426,8,14
2394,66,214,4,14
1790,25,214,4,15
2190,50,214,4,14
3244,66,528,16,14
2390,33,340,8,14
2694,66,426,8,14
2644,66,426,8,14
2744,66,426,8,14
3499,50,450,8,15
1395,25,107,2,14
2779,66,245,4,14
2815,50,340,8,17
1699,66,170,4,14
999,33,80,2,14
2244,25,426,8,14
1599,66,130,4,14
2348,66,245,8,14
2290,66,214,4,14
2794,33,528,16,14
3144,66,528,16,14
1969,50,340,4,14
1744,33,107,2,14
2094,33,120,4,14
1999,33,170,4,14
1519,50,130,4,14
1799,33,120,4,14
1795,50,107,2,14
1694,33,107,2,14
1495,33,107,2,14
2195,66,214,4,14
1789,33,212,4,14
2999,33,450,16,15
3399,33,450,8,15
1844,33,107,2,14
3044,33,528,16,14
1994,33,214,4,14
1295,25,170,4,14
2090,33,214,4,14
3495,66,500,16,14
2490,50,426,8,14
4999,66,525,8,17
1748,33,130,4,14
2990,50,528,16,15
1590,33,107,2,14
3199,66,450,8,15
4248,66,345,16,17
2190,50,214,4,15
2595,33,340,8,17
2174,33,120,4,14
2834,66,426,8,15
2944,33,528,16,14
1599,33,212,4,14
2590,25,528,16,14
1769,33,170,4,14
2995,66,424,16,15
1848,66,130,4,14
3148,66,345,16,15
3595,66,500,16,15
2690,50,340,8,15
2495,25,528,16,14
2899,50,320,8,15
1999,33,230,8,15
2194,33,214,4,14
3890,66,500,16,14
1690,25,170,4,14
2444,33,426,8,14
4104,66,527,8,15
2894,33,340,4,14
1790,33,107,2,15
1995,33,340,8,14
3194,66,528,16,14
2414,33,120,4,14
2699,33,240,4,14
2344,66,214,4,14
3814,66,527,4,14
2494,33,426,8,14
2890,33,528,16,15
4048,66,345,16,17
1499,25,120,4,14
3144,50,528,16,14
1795,33,212,8,14
3044,50,528,16,14
2995,66,528,16,14
2390,33,426,8,14
2799,66,345,16,15
2094,66,107,2,14
1890,50,107,2,14
2999,66,345,16,15
2644,50,426,8,14
2095,50,214,4,14
3090,66,528,16,15
3090,66,528,16,14
3914,66,527,4,15
1595,33,212,4,15
1944,50,107,2,14
2690,33,528,16,15
2895,50,528,16,14
2029,33,120,4,14
1699,33,210,4,15
1890,33,214,4,14
1894,33,107,2,14
2595,33,528,16,14
2559,66,340,8,17
2095,33,340,8,15
1939,66,212,4,14
2544,33,426,8,14
5399,66,1200,32,17
2090,33,214,4,15
2025,66,340,4,15
2195,33,212,4,17
2590,66,426,8,15
2190,50,214,4,15
2014,25,212,4,14
1709,25,120,4,14
2344,50,340,8,15
2395,50,426,8,14
3904,66,527,8,15
1644,33,107,2,14
2190,33,426,8,14
2744,66,426,8,14
1790,33,212,4,14
3634,66,527,4,15
2095,33,426,8,14
1299,25,120,4,14
3385,66,1370,8,14
1844,33,107,2,14
1395,33,212,4,14
2744,25,528,16,14
2144,25,426,8,14
2295,33,426,8,14
1995,33,214,4,14
1539,25,120,4,14
2645,66,340,8,17
2090,25,426,8,14
2999,66,340,4,15
1899,25,120,4,14
1649,25,120,4,14
1699,66,170,4,14
1395,25,107,2,14
1769,33,170,4,14
1894,25,214,4,14
1599,33,212,4,14
2565,33,340,8,17
2899,50,240,4,14
1694,33,107,2,14
2375,66,340,8,15
2344,66,214,4,14
1594,25,107,2,14
1995,25,426,8,14
2749,33,340,4,15
2225,66,340,8,15
1999,33,340,8,14
1994,50,240,4,15
1994,33,214,4,14
2364,33,212,4,14
2795,33,528,16,14
1595,33,212,4,14
2590,25,528,16,14
2165,33,340,8,15
2495,66,426,8,14
2390,33,340,8,14
2090,25,426,8,15
2374,33,120,4,14
2244,33,214,4,14
2498,50,340,8,15
2329,33,340,8,17
2595,33,528,16,14
2290,66,214,4,15
2495,66,340,8,15
2190,50,214,4,14
2459,33,340,4,14
1395,25,107,4,14
2390,33,426,8,15
1599,25,120,4,14
2644,50,426,8,14
1695,25,214,4,14
2095,66,340,4,15
2144,66,107,2,14
2699,66,245,8,15
2595,33,340,8,17
1990,66,107,2,14
1499,25,120,4,14
1944,25,214,4,14
1999,66,170,4,14
2244,50,214,4,14
2294,33,426,8,14
3015,66,340,8,17
2699,66,245,8,15
2499,33,250,8,15
3144,66,528,16,14
1799,33,230,4,14
2290,66,214,4,14
1949,50,340,4,14
2395,50,340,4,17
1929,66,210,4,15
1799,33,120,4,14
3899,66,540,16,17
3334,66,528,16,15
2795,66,545,8,14
1469,33,170,4,14
2439,50,340,8,17
1644,25,107,2,14
2444,33,426,8,14
2249,33,230,4,15
3044,50,528,16,14
2494,33,426,8,14
1789,33,120,4,14
2990,50,528,16,15
1944,33,107,2,14
2090,33,214,4,14
3135,33,1370,8,14
1995,33,340,8,15
1790,25,214,4,15
3315,66,545,8,17
1790,25,214,4,14
1925,33,250,4,15
2705,66,545,8,15
3144,50,528,16,14
1890,50,107,2,15
2694,66,426,8,14
2044,33,170,4,15
1925,66,340,4,14
2559,66,340,8,17
1295,25,170,4,14
2590,25,528,16,15
2095,50,214,4,14
2104,33,120,4,14
2644,66,426,8,14
2644,25,528,16,14
1990,66,107,2,15
2149,66,340,4,14
2449,50,230,4,15
2294,50,214,4,14
1944,33,214,4,14
1544,25,170,4,15
1699,33,210,4,15
1995,33,340,8,14
3319,66,527,4,15
3244,66,528,16,14
2299,66,120,4,14
1590,33,107,2,15
2774,33,340,4,14
3589,66,527,8,15
2495,25,528,16,14
1809,50,210,4,15
1519,50,130,4,14
1299,25,170,4,14
1395,25,170,4,14
1785,33,340,4,15
2194,33,214,4,14
999,33,80,2,14
3065,33,545,8,17
1845,50,240,4,14
3044,33,528,16,14
2690,33,528,16,14
2099,33,120,4,14
1699,25,212,4,14
1964,25,120,4,14
3194,66,528,16,14
1490,25,107,2,15
2244,25,426,8,14
2059,33,120,4,14
3094,50,528,16,14
1795,50,107,2,14
2844,33,528,16,14
2994,33,528,16,14
2475,33,545,8,15
2049,33,212,4,14
3090,66,528,16,14
2744,33,528,16,14
2729,66,245,4,15
1944,50,107,2,14
2344,33,426,8,14
1685,33,340,4,14
1695,33,107,2,14
1495,33,107,2,14
2195,50,340,8,14
2195,66,214,4,14
2890,33,528,16,15
2199,50,230,8,15
2395,66,340,8,15
2295,50,340,8,15
1490,25,107,2,14
1895,33,170,4,14
1890,33,214,4,14
1795,33,214,4,14
1799,33,170,4,14
1899,50,340,4,14
2875,33,1370,4,15
2044,33,214,4,14
2394,66,214,4,14
2244,33,426,8,14
2094,66,107,2,14
2344,50,214,4,14
1895,66,107,2,14
2690,66,340,8,15
1895,25,170,4,17
1844,25,214,4,14
2799,66,340,16,15
1894,33,107,2,14
4999,66,525,8,17
1544,25,107,2,14
1690,25,170,4,14
3649,66,450,8,15
2545,33,545,8,14
1890,50,107,2,14
2834,66,426,8,15
2490,50,340,8,15
2044,66,107,2,14
2794,33,528,16,14
1279,33,130,4,14
2815,50,340,8,17
3595,66,340,16,17
2315,33,545,4,15
1449,25,120,4,14
1369,33,130,4,14
1479,50,130,4,14
2649,50,340,8,15
2095,33,250,4,15
1999,33,170,4,14
2390,33,426,8,14
1599,66,130,4,14
2595,66,340,4,17
1790,33,107,2,14
2190,50,340,4,14
1879,50,170,4,14
2194,25,426,8,14
1399,33,212,4,14
1995,66,340,4,14
2095,33,340,8,15
2674,33,245,8,14
2044,50,107,2,14
2995,66,528,16,14
1995,33,212,4,17
2390,66,340,4,14
1395,25,170,4,15
2995,66,424,16,15
2999,66,450,16,15
2944,33,528,16,14
3515,66,424,16,17
2690,33,528,16,15
1990,33,212,4,14
1994,50,107,2,14
2799,66,450,8,15
2990,50,528,16,14
2359,33,245,8,14
2345,66,250,4,15
2175,66,250,4,15
2544,50,426,8,14
1899,33,120,4,14
2490,50,426,8,15
3190,66,424,16,15
1590,33,107,2,14
2565,66,545,4,15
2895,50,528,16,14
3198,66,450,16,15
3199,66,340,16,15
2024,25,120,4,14
1789,33,250,4,14
2145,33,340,8,15
1854,25,120,4,14
1790,33,107,2,15
2415,33,340,8,17
3249,66,450,4,15
1895,50,340,4,15
2590,66,426,8,14
2190,33,426,8,15
2795,66,340,8,17
2890,33,528,16,14
2490,50,426,8,14
2144,33,214,4,14
1539,25,212,4,14
2694,25,528,16,14
2699,33,240,4,14
2594,50,426,8,14
3044,66,245,4,15
1579,50,170,4,14
2999,66,424,8,15
1695,33,212,4,15
1890,33,214,4,15
2444,66,214,4,14
1795,50,340,4,14
1744,33,107,2,14
1449,25,212,4,14
3125,66,1370,4,15
1495,33,212,4,15
3090,66,528,16,15
1499,33,212,4,14
2995,66,340,16,15
3199,66,340,16,15
3334,66,528,16,15
3595,66,452,8,14
1899,33,120,4,14
2090,33,214,4,15
3244,66,528,16,14
1644,25,107,2,14
3044,33,528,16,14
1295,25,212,4,14
1798,25,120,4,14
1690,25,212,4,14
3708,66,527,8,15
2495,66,424,8,15
2790,50,426,8,14
1890,33,214,4,15
1795,33,214,8,14
3395,33,452,8,14
2095,33,212,4,17
2890,33,528,16,15
2344,50,214,4,14
2390,25,426,8,14
1964,25,120,4,14
3015,66,424,8,17
2190,50,107,2,14
3515,66,424,16,17
1899,25,120,4,14
2690,33,528,16,15
2490,50,426,8,15
3544,66,340,16,17
1925,66,340,4,15
2545,66,340,8,17
2995,66,528,8,15
2125,66,340,8,15
2395,50,426,8,14
1825,66,340,4,14
2390,33,214,4,14
2244,50,214,4,14
2475,33,340,8,17
2699,66,245,8,15
2144,25,426,8,14
2644,50,426,8,14
2799,50,230,8,15
2099,33,120,4,14
1995,33,424,8,14
2705,66,340,8,17
2799,66,450,8,15
3205,66,1370,8,14
3899,66,527,16,17
2729,66,245,4,15
2444,66,214,4,14
2395,50,424,4,17
2095,33,212,4,17
2995,66,424,16,15
2329,33,340,8,17
2390,33,424,8,14
1649,25,120,4,14
2290,66,107,2,14
1828,25,120,4,14
2395,66,340,8,15
2944,33,528,16,14
1890,33,212,4,14
2605,66,545,8,15
2095,33,426,8,14
2024,25,120,4,14
3090,66,528,16,15
2590,66,426,8,15
1790,33,107,2,15
3714,66,527,4,15
2499,66,424,8,15
3144,66,528,16,14
2899,50,240,4,14
2390,66,424,4,14
2375,33,545,8,15
1945,33,340,4,15
2090,25,214,4,14
2168,33,212,4,14
2890,66,426,8,14
2595,33,424,8,17
3198,66,450,16,15
2890,25,528,16,14
1744,33,107,2,14
2685,66,545,8,14
2044,66,107,2,14
1999,50,245,4,15
2095,50,214,4,14
2285,66,340,8,15
2364,33,212,4,14
1844,25,214,4,14
1349,33,212,4,14
3044,50,528,16,14
2149,66,245,4,15
1890,33,107,2,14
1818,25,212,4,14
2999,66,340,8,15
1990,66,107,2,15
2990,50,528,16,15
1529,33,245,4,14
2144,33,214,4,14
1799,33,120,4,14
1799,33,230,4,14
2439,50,340,8,17
2055,33,340,8,15
1695,25,214,4,14
1644,33,107,2,14
2065,33,340,8,15
2295,50,424,8,15
2490,33,426,8,14
3144,50,528,16,14
2844,33,528,16,14
1944,33,107,2,14
1899,66,245,4,15
2185,25,528,8,14
1795,33,214,4,14
1844,33,107,2,14
2190,50,214,4,15
2595,33,528,16,14
1595,33,340,4,14
1495,33,107,4,14
1795,50,424,4,14
2374,33,120,4,14
2498,50,320,8,15
2175,66,340,4,15
1908,33,120,4,14
1999,33,340,8,14
1599,25,120,4,14
2090,25,426,8,15
1670,25,212,4,14
2478,33,245,8,14
2590,66,214,4,14
1749,50,245,4,15
1995,33,214,4,14
1929,33,245,4,15
3390,66,528,16,14
2044,50,107,2,14
3290,50,528,16,14
2175,33,425,8,15
1449,25,120,4,14
2795,33,528,16,14
1795,50,107,2,14
2359,33,245,8,14
2049,33,212,4,14
2895,50,528,16,14
2608,33,340,4,14
1944,25,214,4,14
2495,66,426,8,14
2405,66,425,8,15
2104,33,120,4,14
2190,33,214,4,14
2195,66,214,4,14
3589,66,527,8,15
2344,66,214,4,14
1695,33,340,4,15
1890,33,212,4,14
1854,25,120,4,14
2299,66,120,4,14
3044,66,245,4,15
2944,66,340,8,17
2145,33,340,4,15
1944,50,107,2,14
2144,66,107,2,14
1395,25,107,4,14
2244,33,214,4,14
2744,33,528,16,14
2674,33,245,8,14
1495,33,107,2,14
3205,66,545,8,17
2390,33,426,8,15
1395,25,107,2,14
2815,50,424,8,17
1599,50,245,4,14
2190,50,424,4,14
3678,66,527,8,15
1695,33,107,2,14
1895,25,212,4,17
1275,25,212,4,14
3399,66,527,4,15
1789,33,120,4,14
2699,33,240,4,14
2544,33,426,8,14
2744,66,426,8,14
1790,25,214,4,15
1490,25,107,2,15
2315,33,340,8,17
2285,33,528,8,14
3904,66,527,8,15
1699,25,212,4,14
1695,25,214,8,14
2138,33,212,4,14
1895,66,107,2,14
2490,50,214,4,14
1995,66,424,4,14
2644,25,528,16,14
1699,33,245,4,15
1544,25,107,2,14
2744,50,340,8,17
2495,25,528,16,14
1995,25,426,8,14
1539,25,120,4,14
1878,33,120,4,14
2090,33,107,2,14
1299,25,120,4,14
2044,33,214,4,14
5399,66,1200,32,17
1395,25,107,4,14
3365,66,450,16,15
1395,25,240,4,14
2014,25,212,4,14
2590,25,528,16,15
2295,66,340,8,15
1788,25,212,4,14
2975,33,545,8,17
3495,50,452,8,14
2578,33,340,4,14
1494,25,240,4,15
2999,66,450,16,15
2190,33,426,8,15
1590,33,107,2,15
2690,33,426,8,14
2489,33,340,4,14
2544,50,426,8,14
2848,66,245,4,15
2799,66,340,16,15
2059,33,120,4,14
1749,33,212,4,14
1495,33,212,4,14
2744,25,528,16,14
2699,66,245,8,15
1749,66,245,4,14
2818,66,245,4,15
1495,33,212,4,14
1790,25,107,2,14
1944,33,214,4,14
2344,33,426,8,14
1890,50,107,2,15
2644,66,426,8,14
1709,25,120,4,14
2244,25,426,8,14
2804,33,340,4,14
1795,50,340,4,14
2244,33,426,8,14
2995,66,528,16,14
2585,50,528,8,14
2595,66,424,4,17
2559,66,340,8,17
2375,66,340,4,15
2290,66,214,4,15
1895,33,340,8,15
2195,50,340,8,15
2295,33,426,8,14
2990,33,528,16,14
2455,33,545,8,14
1894,50,340,4,15
2448,33,245,8,14
2975,33,1370,8,14
2485,33,528,8,14
2685,66,528,8,14
3190,33,528,16,14
2444,33,426,8,14
2069,33,340,4,14
1709,25,170,4,14
1994,33,120,4,14
3090,66,528,16,15
1425,25,120,4,14
2995,66,528,16,14
1804,25,120,4,14
3015,66,424,8,17
1574,25,212,4,14
1535,33,340,4,14
1914,25,212,4,14
2214,25,120,4,14
2299,66,120,4,14
1999,33,250,4,14
3795,33,1000,16,14
1895,33,340,8,14
1795,50,424,4,14
1794,33,212,4,14
3899,66,527,16,17
1299,25,212,4,14
3144,66,528,16,14
1595,33,107,2,14
2890,66,426,8,14
2199,50,340,8,15
2449,25,245,4,14
3127,66,424,16,15
2995,66,528,8,15
2943,33,340,8,14
3190,50,528,16,14
2444,33,426,8,14
1995,33,424,8,14
1844,50,107,2,14
1494,33,240,4,15
2544,50,426,8,14
2290,66,214,4,15
1349,33,212,4,14
2095,33,426,8,14
2743,33,340,4,14
2135,33,540,8,15
2999,66,450,16,15
2495,25,528,16,14
1489,25,120,4,14
2644,66,426,8,14
2374,33,212,4,14
1590,33,107,2,15
1944,25,214,4,14
2654,33,340,4,14
1999,33,230,8,15
1990,33,214,4,15
5399,66,1200,32,17
2244,33,426,8,14
2134,25,245,4,14
1995,66,340,8,15
1499,33,170,4,14
2944,50,528,16,14
2785,33,1060,8,14
2854,33,340,8,14
2344,33,426,8,14
2320,33,528,8,14
3099,66,450,16,15
1644,33,107,2,14
2090,50,214,4,15
2744,25,528,16,14
3334,66,528,16,15
2844,33,528,16,14
2024,25,170,4,14
1799,25,424,4,14
2099,66,245,4,15
1890,33,214,4,15
1520,33,424,4,14
2290,33,214,4,14
2290,33,426,8,15
2969,33,340,4,14
2195,66,214,4,14
2944,66,340,8,17
2244,25,426,8,14
2190,33,214,4,14
1995,66,424,4,14
2490,33,426,8,14
2944,33,528,16,14
2185,33,340,8,17
1899,33,245,4,15
1790,25,107,2,14
1895,33,340,8,15
2444,66,214,4,14
2627,66,424,8,15
2995,66,340,16,15
2179,33,340,4,14
2444,50,426,8,14
3544,66,340,16,17
1649,33,245,4,15
1499,25,120,4,14
1798,25,170,4,14
2223,25,245,4,14
2999,66,340,8,15
3169,33,340,8,14
1999,33,340,8,14
1949,50,245,4,15
2059,33,212,4,14
2595,33,528,16,14
1275,25,212,4,14
3995,66,1000,16,14
2595,66,424,4,17
1695,25,214,4,14
2785,33,540,8,17
2295,50,426,8,14
1569,50,245,4,14
2559,66,340,8,17
2495,66,424,8,15
2268,33,340,4,14
1495,33,212,4,14
2895,66,520,8,14
2595,33,424,8,17
2349,66,340,4,14
2795,66,340,8,15
1988,25,120,4,14
1490,25,107,2,15
2320,33,424,4,17
1495,33,212,4,14
2390,50,426,8,15
1295,33,212,4,14
2144,25,426,8,14
1944,33,214,4,14
2495,66,540,8,14
2329,33,340,8,17
1995,25,426,8,14
1544,25,107,2,14
1790,50,107,2,15
1594,33,212,4,14
2344,33,426,8,14
1795,33,340,8,15
2985,66,540,8,17
2590,66,214,4,14
2335,66,540,8,15
2044,66,107,2,14
2195,33,426,8,14
2244,50,214,4,14
1575,33,120,4,14
2494,33,340,4,14
2844,33,528,16,14
1975,66,340,4,15
3515,66,424,16,17
1890,33,107,2,14
1844,25,214,4,14
1695,50,107,2,14
2427,50,424,8,15
2144,66,107,2,14
1894,50,340,4,15
2420,50,528,8,14
3399,66,527,8,15
2395,50,424,4,17
1795,50,340,4,14
1699,50,245,4,15
2170,66,340,4,15
2120,33,424,4,17
2690,50,426,8,14
1735,66,340,4,14
3895,50,1000,16,14
1475,33,250,4,14
2890,50,528,16,15
2384,33,340,4,14
1495,33,107,2,14
2399,50,340,8,17
2294,66,424,4,14
2749,50,340,8,15
1744,33,107,2,14
3044,50,528,16,14
1699,66,245,4,14
2699,66,245,8,15
1679,33,120,4,14
1599,25,212,4,14
2495,66,426,8,14
1895,33,212,4,17
1849,66,245,4,15
2620,66,528,8,14
2094,50,424,4,14
1875,25,212,4,17
2744,66,426,8,14
2449,66,425,8,15
2744,50,340,8,17
1895,33,214,4,14
2395,66,340,8,15
1295,25,214,4,14
1990,33,107,2,14
2044,33,214,4,14
2299,25,120,4,14
1895,66,107,2,14
1375,25,120,4,14
2090,50,107,2,14
1744,33,107,2,14
1995,50,214,4,14
2590,66,426,8,15
1794,33,212,4,14
2220,33,528,8,14
1749,33,212,4,14
2990,33,528,16,14
2344,66,214,4,14
2644,25,528,16,14
2225,66,340,8,15
2095,66,340,8,15
1499,33,245,4,14
3090,33,528,16,14
2385,66,340,8,17
3244,66,528,16,14
1899,25,120,4,14
2890,25,528,16,14
3714,66,527,8,15
2294,33,424,8,14
1795,33,240,4,14
2388,25,120,4,14
2044,33,214,4,14
1799,33,120,4,14
1893,25,120,4,14
2295,50,424,8,15
1790,25,214,4,15
1688,25,212,4,14
1695,33,340,8,14
1775,33,340,4,15
1970,33,340,4,15
2695,33,528,16,14
2195,50,340,8,15
2290,66,107,2,14
2815,50,424,8,17
1844,33,107,2,14
3390,66,528,16,14
2019,33,424,4,14
1395,33,214,4,14
1395,25,107,4,14
2119,25,120,4,14
1675,66,250,4,14
2590,25,528,16,15
2690,33,528,16,15
2590,33,426,8,14
2158,33,340,4,14
3994,66,424,32,15
2985,66,1060,8,14
2790,33,528,16,15
1819,33,424,4,14
2025,33,340,8,15
1595,33,214,4,14
2120,25,528,8,14
2100,25,424,4,17
2795,50,528,16,14
1690,33,107,2,15
1395,25,107,2,14
1990,66,107,2,15
1395,33,240,4,14
1299,25,120,4,14
3199,66,340,16,15
1595,25,340,8,14
2095,33,212,4,17
2190,33,426,8,15
1944,50,107,2,14
1804,25,120,4,14
2095,33,212,4,17
2744,33,528,16,14
2295,33,540,8,14
1578,25,120,4,14
2995,66,424,16,15
2699,66,245,8,15
2144,50,214,4,14
2799,66,340,16,15
2390,50,214,4,14
1500,25,424,4,14
1749,33,120,4,14
2090,25,426,8,15
2390,25,426,8,14
1720,33,424,4,14
1768,33,120,4,14
1795,33,214,4,14
1644,25,107,2,14
2090,25,214,4,14
1299,25,170,4,14
2144,33,214,4,14
1799,33,230,4,14
2290,66,214,4,15
1299,33,212,4,14
1744,33,107,2,14
1644,25,107,2,14
2644,66,426,8,14
2420,50,528,8,14
1790,50,107,2,15
1644,33,107,2,14
3094,66,340,4,14
2590,33,426,8,14
1844,50,107,2,14
2790,33,528,16,15
2844,33,528,16,14
3699,66,527,16,17
2779,66,340,4,14
1689,25,212,4,14
2769,33,340,8,15
1590,33,107,2,15
2890,50,528,16,15
2190,33,426,8,15
2185,33,420,8,17
1819,33,120,4,14
1795,33,420,8,15
2944,33,528,16,14
2134,33,120,4,14
1695,33,420,4,15
2144,50,214,4,14
2244,33,426,8,14
2385,66,420,8,17
1799,66,245,4,15
1139,33,125,2,14
1975,66,420,4,14
1558,25,120,4,14
2698,50,320,8,15
2044,66,107,2,14
2844,33,528,16,14
1744,33,107,2,14
1999,33,340,8,14
1749,33,120,4,14
2690,50,426,8,14
2744,25,528,16,14
2390,50,214,4,14
3090,33,528,16,14
1990,66,107,2,15
1795,33,240,4,14
1895,33,214,4,14
2044,33,214,4,14
2195,50,340,8,15
2849,50,340,8,15
1799,33,270,4,14
2495,25,528,16,14
2744,50,340,8,17
2090,50,214,4,15
2144,33,214,4,14
2590,66,426,8,15
2328,66,212,4,14
1494,33,240,4,15
2397,66,270,4,14
2999,66,340,8,15
2290,33,426,8,15
2490,33,426,8,14
2290,33,214,4,14
2799,50,320,8,15
999,33,125,2,14
3090,66,528,16,15
2695,33,528,16,14
1899,33,245,4,15
1795,33,214,4,14
1995,66,420,8,15
2354,33,212,4,14
1579,33,245,4,15
2944,50,528,16,14
1797,25,270,4,14
2199,33,340,8,17
1844,33,107,2,14
2499,50,320,8,15
2090,50,107,2,14
2195,66,214,4,14
1990,33,107,2,14
2259,33,245,4,14
2690,33,528,16,15
2723,33,340,4,14
3354,66,420,4,15
2099,66,245,4,15
2320,33,528,8,14
2744,33,528,16,14
1295,25,107,4,14
2593,50,212,4,14
2390,25,426,8,14
2495,66,426,8,14
1395,25,107,2,14
2095,33,426,8,14
2444,66,214,4,14
2643,66,212,4,14
2620,66,528,8,14
1475,33,120,4,14
2699,66,528,8,15
1908,33,120,4,14
2590,25,528,16,15
1795,50,340,4,14
3190,50,528,16,14
3544,66,340,16,17
2090,25,426,8,15
1495,33,107,2,14
2417,66,212,4,14
2890,25,528,16,14
1629,50,245,4,15
2295,50,426,8,14
1995,25,426,8,14
1895,66,420,4,15
2595,33,528,16,14
1795,66,420,4,14
1690,33,107,2,15
2244,25,426,8,14
1990,33,214,4,15
2995,66,528,16,14
2744,66,426,8,14
1894,50,340,4,15
1890,33,107,2,14
2868,66,340,4,14
1699,33,120,4,14
2144,25,426,8,14
1499,50,245,4,14
1490,25,107,2,15
2990,33,528,16,14
1890,33,214,4,15
2995,66,528,8,15
1299,25,120,4,14
1949,50,245,4,15
2995,66,528,16,14
1944,33,214,4,14
1595,33,420,4,14
1399,25,270,4,14
2999,66,450,16,15
1982,25,212,4,14
2544,50,426,8,14
2890,66,426,8,14
2395,66,340,8,14
2609,66,245,4,14
3097,66,528,8,15
2799,50,230,8,15
2590,66,214,4,14
1778,25,212,4,14
3198,66,450,16,15
1784,25,120,4,14
2090,25,214,4,14
4799,66,1000,16,17
2795,66,340,8,15
1449,33,245,4,14
2799,66,340,16,15
3334,66,528,16,15
2290,66,107,2,14
1375,25,120,4,14
1799,33,170,4,14
2429,66,340,8,17
1895,66,107,2,14
1844,25,214,4,14
3397,66,450,16,15
2995,66,340,16,15
2120,25,528,8,14
3485,66,540,16,17
1944,25,214,4,14
1790,25,214,4,15
2644,25,528,16,14
1599,33,120,4,14
2348,33,245,4,14
2899,66,340,16,15
2144,66,107,2,14
1695,25,214,4,14
2504,50,212,4,14
1799,33,120,4,14
1425,25,120,4,14
1544,25,107,2,14
2344,33,426,8,14
2004,25,212,4,14
2279,50,340,8,17
1799,50,340,4,15
2190,33,214,4,14
2924,66,245,4,14
2039,33,212,4,14
2244,50,214,4,14
2220,33,528,8,14
1595,33,107,2,14
1695,50,107,2,14
1669,66,245,4,14
2698,66,245,4,14
3275,66,540,16,15
2195,33,426,8,14
2197,33,270,4,14
3244,66,528,16,14
2444,50,426,8,14
2795,50,528,16,14
1995,50,214,4,14
2944,66,340,8,17
2344,66,214,4,14
2395,66,340,8,15
2444,33,426,8,14
3390,66,528,16,14
3044,50,528,16,14
3039,66,420,4,15
1944,50,107,2,14
1893,25,212,4,14
3095,66,540,16,15
2099,66,120,4,14
1999,66,270,4,14
2044,33,214,4,14
2499,66,425,8,15
3144,66,528,16,14
2390,50,426,8,15
2344,33,426,8,14
1395,33,240,4,14
1790,25,107,2,14
2634,33,340,4,14
2574,33,245,4,14
1775,33,420,4,14
1469,25,120,4,14
1790,33,214,4,14
